timestamp_utc,input_text,predicted_label,confidence,route_system,needs_llm_reconfirm,latency_s,model
2026-05-14T13:27:02Z,Can you tell me whether computer science departments will still be popular in the next 20 years?,system,0.882225,True,False,2.6500,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-14T13:27:33Z,tell me the trend of computer science in the next 20 years,chat,0.991067,False,False,2.5521,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-14T13:55:42Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-15T15:24:43Z,tell me briefly what is agentic AI,chat,0.997868,False,False,5.6540,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-15T15:25:32Z,tell me in short sentence what is agentic AI,chat,0.988358,False,False,2.9591,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-15T15:29:05Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-16T08:27:15Z,good morning please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-16T08:33:38Z,please open Google News,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-16T08:35:43Z,可以告诉我马来西亚未来发展趋势吗,chat,0.999637,False,False,5.8174,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-16T08:37:17Z,解释什么是数字经济,chat,0.997945,False,False,3.1994,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-16T08:43:39Z,Tell me which major is most suitable for digital economy?,chat,0.672762,False,False,3.8600,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-16T08:47:44Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-17T13:42:19Z,hello please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T05:53:06Z,good morning how are you,chat,0.998786,False,False,4.9601,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T05:57:44Z,good morning please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T06:21:34Z,hi there how are you,chat,0.999735,False,False,3.8361,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T06:32:14Z,please take screenshot,system,0.590543,False,True,3.0275,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T06:32:45Z,take screenshot,system,0.952264,True,False,0.5892,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T07:09:50Z,good morning could you please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T07:17:06Z,hi there good morning what is the meaning of computer science,chat,0.998803,False,False,4.5899,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T07:17:53Z,"Hello, can you tell me what is the Internet?",chat,0.999197,False,False,0.2721,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T07:24:59Z,hello may I know the meaning of data science,chat,0.998448,False,False,3.7116,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T13:08:05Z,tell me what is 1 / 4,chat,0.988853,False,False,5.4037,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T13:46:40Z,hi what is the meaning of computer science,chat,0.998908,False,False,5.2895,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:16:40Z,hey Friday open downloads,chat,0.601125,False,False,2.9661,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:17:44Z,hey Friday open my downloads,chat,0.980876,False,False,0.5547,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:18:17Z,What is one plus one equal to?,system,0.830044,True,False,0.8422,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:18:56Z,ija e tangi Tossa,chat,0.556882,False,False,0.2161,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:19:55Z,What is the answer to one plus one?,system,0.715722,True,False,0.3471,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:20:56Z,Can you tell me what one plus one equals?,chat,0.983214,False,False,0.2920,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:21:14Z,what is the meaning of computer science in software engineering,system,0.826432,True,False,0.2905,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T14:22:12Z,can you tell me what is computer science in software engineering,chat,0.980186,False,False,0.2913,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T15:39:48Z,please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T15:45:55Z,please open Google Maps,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T15:46:35Z,open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T15:48:09Z,open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T16:04:30Z,open my downloads,system,0.926170,True,False,6.3801,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T16:04:51Z,open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T16:06:40Z,please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T16:07:54Z,play video,system,0.952926,True,False,0.9462,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T16:22:06Z,hello please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-18T16:23:23Z,please take screenshot,system,0.590543,False,True,6.3761,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-18T16:23:51Z,take screenshot,system,0.952264,True,False,0.5944,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T03:35:18Z,good morning please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T03:36:10Z,good morning marino's what is the meaning of,chat,0.999741,False,False,5.3642,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T03:36:30Z,may I know what is the meaning of computer science,chat,0.669961,False,False,0.5801,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T04:17:24Z,what is the time today,system,0.849035,True,False,0.8404,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T08:37:03Z,take screenshot,system,0.952264,True,False,5.0416,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T08:37:52Z,what is the meaning of life,chat,0.944382,False,False,0.5610,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T08:47:52Z,take screenshot,system,0.952264,True,False,2.4738,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T08:48:35Z,cinta Kai deltin in Yong,system,0.720172,True,False,0.5493,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T09:01:57Z,please take screenshot,system,0.590543,False,True,1.6143,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T09:05:51Z,what is the meaning of life,chat,0.944382,False,False,0.5535,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T09:06:20Z,what is 1 + 1,system,0.782663,True,False,0.7823,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T09:10:07Z,1 + 1 = what,chat,0.679072,False,False,2.4718,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T09:11:51Z,3 / 2 =,system,0.932944,True,False,0.5389,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T09:12:16Z,What is three times nine?,system,0.534370,False,True,0.7407,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T10:19:31Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T15:32:25Z,what is 5 plus 3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:32:25Z,10 divided by 2,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:32:25Z,5 + 3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:32:25Z,5加3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:33:35Z,5加3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:34:55Z,5+3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:34:55Z,5加3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:34:55Z,10除3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:34:55Z,open youtube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T15:35:00Z,what time is it,system,0.986879,True,False,6.2408,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T15:45:02Z,good day what is 15 /,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:45:18Z,good day what is the result of 15 / 9,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:45:50Z,What is three times five?,system,0.763484,True,False,3.1184,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T15:48:17Z,What is three times five,system,0.821903,True,False,3.3727,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T15:48:20Z,three times five equals how much,system,0.791821,True,False,0.4509,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T15:48:20Z,3 times 5,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:48:20Z,three multiplied by five,system,0.958886,True,False,0.9495,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T15:52:44Z,What is three times five,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:52:44Z,three times five equals how much,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:52:44Z,3 times 5,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:52:44Z,open youtube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T15:52:48Z,what time is it,system,0.986879,True,False,3.2972,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T15:52:51Z,What is three times five,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T15:52:51Z,三乘五等于多少,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:01:22Z,What is five times 15?,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:01:39Z,What is 75 divided by 2?,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:01:54Z,what is the answer for 5 / 3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:02:07Z,open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:24:14Z,please open Google Maps,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:31:28Z,please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:38:49Z,could you please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:39:47Z,good morning how are you today,chat,0.998306,False,False,3.1471,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:41:13Z,please open Google News,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:42:13Z,what is 1 + 1,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:42:27Z,please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:43:00Z,please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:46:54Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:51:15Z,What is five X equal to?,system,0.637708,True,False,0.6679,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:51:33Z,What is five X equal to?,system,0.637708,True,False,0.2088,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:51:51Z,What is the value of three families and three?,system,0.635222,True,False,1.1352,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:52:13Z,What is one plus one equal to?,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:52:28Z,What is the value of deleting 5?,system,0.805632,True,False,0.2848,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:54:09Z,What is one plus five?,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:54:22Z,what is 3 * 3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-23T16:54:34Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-23T16:57:44Z,open my downloads,system,0.926170,True,False,2.0298,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:58:05Z,what is the meaning of computer science,system,0.890103,True,False,0.5716,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:58:23Z,can you explain what is the meaning of computer science,chat,0.995669,False,False,0.7460,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-23T16:58:49Z,please open Google News,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-24T05:04:46Z,what is 1 + 1,chat,1.000000,False,False,0.0000,keyword_math
2026-05-24T05:26:56Z,hello please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-24T05:29:45Z,good morning,chat,0.992774,False,False,3.2022,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T06:15:37Z,good morning how are you today,chat,0.998306,False,False,0.5819,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T06:22:48Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-24T07:34:50Z,good morning please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-24T07:58:13Z,good morning how are you,chat,0.998786,False,False,3.1320,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T08:13:54Z,good morning please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-24T15:30:57Z,hi good morning what is 3 * 3,chat,1.000000,False,False,0.0000,keyword_math
2026-05-24T15:35:49Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-24T15:41:51Z,hi there what is 1 / 5,chat,1.000000,False,False,0.0000,keyword_math
2026-05-24T15:44:08Z,What is data science?,system,0.955527,True,False,3.0786,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T15:44:29Z,Data science explained,system,0.963092,True,False,0.5532,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T15:45:10Z,"Hello, can you chat with me?",chat,0.998693,False,False,0.8007,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T15:45:37Z,What is one plus one equal to?,chat,1.000000,False,False,0.0000,keyword_math
2026-05-24T15:46:00Z,What is most needed in this modern society?,system,0.847463,True,False,0.2147,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T15:47:14Z,Can you explain where the science comes from?,chat,0.992753,False,False,0.2945,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-05-24T15:50:33Z,can you explain quantum physics,chat,1.000000,False,False,0.0000,keyword_explain
2026-05-24T15:50:33Z,Data science explained,chat,1.000000,False,False,0.0000,keyword_explain
2026-05-24T15:50:33Z,解释什么是数字经济,chat,1.000000,False,False,0.0000,keyword_explain
2026-05-24T15:50:57Z,解释什么是数字经济,chat,1.000000,False,False,0.0000,keyword_explain
2026-05-24T15:51:59Z,explain to me the meaning of life,chat,1.000000,False,False,0.0000,keyword_explain
2026-05-24T15:52:30Z,Explain what modern society needs,chat,1.000000,False,False,0.0000,keyword_explain
2026-05-24T16:35:55Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-05-25T03:54:11Z,good morning please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T02:36:18Z,good morning please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T02:37:31Z,good morning tell me a story,chat,0.999653,False,False,5.4334,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T02:40:09Z,what is the meaning of life,chat,0.944382,False,False,0.2978,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T02:40:32Z,explain to me computer science,chat,1.000000,False,False,0.0000,keyword_explain
2026-06-01T02:41:09Z,"Hello, can you tell me a story?",chat,0.999575,False,False,0.6126,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T02:41:44Z,What is a mathematical system,system,0.947672,True,False,0.8780,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T02:43:36Z,hello could you tell me a story,chat,0.999659,False,False,0.2314,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T02:43:53Z,good morning what is my name,chat,0.998745,False,False,0.2983,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T03:24:35Z,open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T03:34:50Z,open gesture,system,0.889912,True,False,3.3258,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T03:38:10Z,hello what is my name,chat,0.999814,False,False,0.6237,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T03:38:27Z,good morning tell me a story,chat,0.999653,False,False,0.8924,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T03:59:03Z,hello,chat,0.999578,False,False,3.0054,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T03:59:59Z,hello good morning,chat,0.998821,False,False,0.5734,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T04:00:13Z,open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T04:18:51Z,hello please open WhatsApp for me,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T04:20:31Z,please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T04:24:06Z,hi open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T04:26:35Z,hi open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T04:27:09Z,hi open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T04:28:22Z,hi open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T04:29:23Z,hi open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T05:45:04Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T05:47:48Z,open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T05:53:09Z,good morning what is my name,chat,0.998745,False,False,3.2222,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T05:53:30Z,what is my name,chat,0.998436,False,False,0.5601,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T05:54:14Z,What is three plus five?,chat,1.000000,False,False,0.0000,keyword_math
2026-06-01T05:54:28Z,what is 3 / 3,chat,1.000000,False,False,0.0000,keyword_math
2026-06-01T05:55:36Z,open Chat gpt,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T05:57:15Z,open Google Map,system,0.935817,True,False,0.8209,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T05:57:29Z,open Google News,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T05:58:10Z,iPhone,system,0.903465,True,False,0.2612,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-01T05:58:34Z,open Google Maps,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-01T05:59:27Z,please open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-08T03:45:49Z,good morning please take screenshot,chat,0.991381,False,False,4.8706,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-08T03:46:10Z,take screenshot,system,0.952264,True,False,0.5570,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-08T03:48:41Z,hello good morning how are you,chat,0.999089,False,False,0.8240,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-08T03:50:02Z,what is 3 + 1 =,chat,1.000000,False,False,0.0000,keyword_math
2026-06-08T04:29:54Z,can you tell me what is,chat,0.999768,False,False,4.9360,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-08T04:30:12Z,what is the answer of 3 + 3,chat,1.000000,False,False,0.0000,keyword_math
2026-06-08T04:30:31Z,take screenshot,system,0.952264,True,False,1.5751,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-08T04:31:19Z,can you explain what is the meaning of computer science,chat,1.000000,False,False,0.0000,keyword_explain
2026-06-08T04:32:02Z,What is three plus one?,chat,1.000000,False,False,0.0000,keyword_math
2026-06-08T04:34:07Z,just like the orientation methods like you have,system,0.754192,True,False,1.9410,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-08T04:37:45Z,please open YouTube,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-14T05:45:54Z,please tell help me to take a screenshot,chat,0.996564,False,False,5.1144,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T05:46:23Z,take screenshot,system,0.952264,True,False,0.5812,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T05:46:54Z,what is 3 - 1,chat,1.000000,False,False,0.0000,keyword_math
2026-06-14T05:47:05Z,hi Friday I'm very sad today,chat,0.998165,False,False,0.2975,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T05:47:18Z,I've been wondering can you explain to me what is computer science,chat,1.000000,False,False,0.0000,keyword_explain
2026-06-14T05:48:24Z,please switch to gesture control,system,0.994214,True,False,0.8404,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T05:51:25Z,hello please tell me a story,chat,0.999677,False,False,0.2775,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T05:55:33Z,open WhatsApp,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-14T06:07:34Z,hi Friday do you know who am I,chat,0.999574,False,False,0.2532,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:07:51Z,do you know what's my name,chat,0.999719,False,False,0.2871,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:08:10Z,great now do 4 / 2 for me,chat,1.000000,False,False,0.0000,keyword_math
2026-06-14T06:08:31Z,"Hello, can you tell me today's date?",chat,0.997919,False,False,0.3112,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:08:52Z,Can you tell me the current time?,chat,0.987747,False,False,0.2857,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:09:13Z,Can you tell me today's date?,chat,0.994429,False,False,0.2910,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:11:51Z,open YouTube for me,system,1.000000,True,False,0.0000,keyword_open_site
2026-06-14T06:17:08Z,hi Friday what's my name,chat,0.998945,False,False,0.2510,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:18:34Z,hi Friday what's my name,chat,0.998945,False,False,0.2847,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:18:49Z,can you tell me the date for today,chat,0.994626,False,False,0.2069,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:20:14Z,hi Friday what's my name,chat,0.998945,False,False,0.2479,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
2026-06-14T06:20:26Z,what is 3 + 2,chat,1.000000,False,False,0.0000,keyword_math
2026-06-14T06:20:46Z,Can you tell me the time today?,chat,0.989480,False,False,0.2027,MoritzLaurer/deberta-v3-large-zeroshot-v1.1-all-33
